,VIOLATION_TEXT,Unnamed: 14
801,"M.C.L 7.24.030B4: The following acts or conduct have been declared contrary to public policy by the General Assembly of the State of Tennessee when such activities take place upon premises licensed by the alcoholic beverage commission, pursuant to Tennessee Code Annotated Sections 57-4-101, et seq.; and the same are declared to be against the public policy of the metropolitan government of Nashville and Davidson County, and therefore, no beer permit shall be held at any premises where such contract or acts are permitted To permit any employee or person to wear or use any device or covering, exposed to view, which simulates the breast, genitals, anus, pubic hair or any portion thereof.",
802,"M.C.L 7.24.030C1: No permittee shall permit any person to perform acts of or acts which simulate: a. Sexual intercourse, masturbation, sodomy, bestiality, oral copulation, flagellation or any sexual acts which are prohibited by law; b. The touching, caressing or fondling of the breast, buttocks, anus or genitals; c. The displaying of the pubic hair, anus, vulva or genitals.",
803,"M.C.L 7.24.030C2: Subject to the provisions of subdivision 1 of this subsection, any entertainer who is employed in whole or in part by the permittee to dance at such permittee's premises shall perform only upon a stage at least eighteen inches above the immediate floor level and removed at least six feet from the nearest patron.",
804,M.C.L 7.24.030C3: No permittee shall permit any person to use artificial devices or inanimate objects to depict any of the prohibited activities described above.,
805,M.C.L 7.24.030C4: No permittee shall permit any person to remain in or upon the premises who exposes to public view any portion of his or her genitals or anus.,
806,"M.C.L 7.24.030D: The following acts or conduct have been declared contrary to public policy by the General Assembly of the state of Tennessee when such activities take place upon premises licensed by the alcoholic beverage commission, pursuant to Tennessee Code Annotated Sections 57-4-101, et seq.; and the same are declared to be against the public policy of the metropolitan government of Nashville and Davidson County; and, therefore, no beer permit shall be held at any premises where such conduct or acts are permitted:The showing of film, still pictures, electronic reproduction, or other visual reproductions depicting: a. Acts or simulated acts of sexual intercourse, masturbation, sodomy, bestiality, oral copulation, flagellation or any sexual acts which are prohibited by law; b. Any person being touched, caressed or fondled on the breast, buttocks, anus or genitals; c. Scenes wherein a person displays the vulva or the anus or the genitals; d. Scenes wherein artificial devices or inanimate objects are employed to depict, or drawings are employed to portray, any of the prohibited activities described above.",
807,"T.C.A 57-5-101(a)(2): Except as otherwise provided for in this part, no brewer or manufacturer of beer shall have any financial or ownership interest, direct or indirect, in the business of or a building containing a wholesale or retail licensee, including to furnish or loan any fixtures of any kind to a retail licensee, and no such brewer or manufacturer shall hold a wholesale or retail license. For purposes of this section, an indirect interest includes any interest acquired by affiliates, subsidiaries, corporate officials, partners, or employees of the brewer or manufacturer.",
808,"T.C.A 57-5-101(a)(3): Except as otherwise provided for in this part, no wholesaler shall hold any financial or ownership interest, direct or indirect, in the business of or a building containing a brewer, manufacturer, or retail licensee, including to furnish or loan any fixtures of any kind to a retail licensee, and no such wholesaler shall hold a manufacturer or retail license.",
809,"T.C.A 57-5-103(a)(1): It is unlawful to operate any business engaged in the sale, distribution, manufacture, or storage of beer without a permit issued by the county or city where such business is located under the authority herein delegated to counties and cities.",
810,"T.C.A 57-5-103(a)(10): After July 1, 2015, a city or county shall not issue a permit under this chapter unless the applicant has been a citizen or lawful resident of the United States for not less than one (1) year immediately preceding the date upon which the application is made to the city or county.",
811,"T.C.A 57-5-103(a)(2): Permits shall be issued to the owner of the business or other entity responsible for the premises for which the permit is sought, whether a person, firm, corporation, joint-stock company, syndicate, association, or governmental entity where the governing body has authorized such sales of beer.",
812,"T.C.A 57-5-103(a)(3)(A): A permit shall be valid only for the owner to whom the permit is issued and cannot be transferred to another owner. If the owner is a corporation, a change in ownership shall occur when control of at least fifty percent (50%) of the stock of the corporation is transferred to a new owner;",
813,"T.C.A 57-5-103(a)(3)(B): A permit shall be valid only for a single location, except as provided in subdivision (a)(4), and cannot be transferred to another location. A permit shall be valid for all decks, patios and other outdoor serving areas that are contiguous to the exterior of the building in which the business is located and that are operated by the business; and",
814,T.C.A 57-5-103(a)(3)(C): A permit shall be valid only for a business operating under the name identified in the permit application.,
815,"T.C.A 57-5-103(a)(4): Where an owner operates two (2) or more restaurants or other businesses within the same building, the owner may in the owner's discretion operate some or all such businesses pursuant to the same permit.",
816,T.C.A 57-5-103(a)(5): A business can sell beer for both on-premises and off-premises consumption at the same location pursuant to one (1) permit.,
817,"T.C.A 57-5-103(a)(6): A permit holder must return a permit to the county or city that issued it within fifteen (15) days of termination of the business, change in ownership, relocation of the business or change of the business's name; provided, that notwithstanding the failure to return a beer permit, a permit shall expire on termination of the business, change in ownership, relocation of the business or change of the business's name.",
818,"T.C.A 57-5-103(d)(1): It is unlawful for any person to sell, distribute or manufacture beer without having a valid certificate indicating that purchases of beer by that person are ""for resale"" as that term is used in section 67-6-102(75)(A).",
819,"T.C.A 57-5-103(d)(2): Within ten (10) days after being issued a permit to sell, distribute or manufacture beer, a person shall file with the county or city issuing the permit and with each person from whom the person buys beer a copy of a valid certificate indicating that the purchases of beer are ""for resale"" as that term is used in section 67-6-102(75)(A), and shall subsequently maintain at all times a valid resale certificate on file with the county or city issuing the permit and with each person from whom the person buys beer.",
820,"T.C.A 57-5-105(b)(1): In order to receive a permit, an applicant must establish that No beer will be sold except at places where such sale will not cause congestion of traffic or interference with schools, churches, or other places of public gathering, or otherwise interfere with public health, safety and morals, the county legislative body having the right to forbid such storage, sale or manufacture at places within two thousand feet (2,000') of such places of public gatherings in its discretion. Nothing in this subdivision (b)(1) shall apply to places of business that are located in the terminal or main building at public airports serviced by commercial airlines with regularly scheduled flights;",
821,"T.C.A 57-5-105(b)(2): In order to receive a permit, an applicant must establish that No sale shall be made to minors;",
822,"T.C.A 57-5-105(b)(3): In order to receive a permit, an applicant must establish that No person, firm, corporation, joint-stock company, syndicate, or association having at least a five percent (5%) ownership interest in the applicant has been convicted of any violation of the laws against possession, sale, manufacture, or transportation of beer or other alcoholic beverages, or the manufacture, delivery, sale or possession with intent to manufacture, deliver or sell any controlled substance or controlled substance analogue, or any crime involving moral turpitude within the past ten (10) years;",
823,"T.C.A 57-5-105(b)(4): In order to receive a permit, an applicant must establish that No person employed by the applicant in such distribution or sale has been convicted of any violation of the laws against possession, sale, manufacture, or transportation of beer or other alcoholic beverages, or the manufacture, delivery, sale or possession with intent to manufacture, deliver or sell any controlled substance that is listed in Schedules I through V in title 39, chapter 17, part 4, or the manufacture, delivery, sale or possession with intent to manufacture, deliver or sell any controlled substance analogue, or any crime involving moral turpitude within the past ten (10) years; and",
824,"T.C.A 57-5-105(b)(5): In order to receive a permit, an applicant must establish that No sale shall be made for on-premise consumption unless the application so states.",
825,T.C.A 57-5-105(d): Any applicant making a false statement in the application shall forfeit such applicant's permit and shall not be eligible to receive any permit for a period of ten (10) years.,
826,"T.C.A 57-5-107(a): Any hotel or motel licensed under this chapter and under chapter 4 of this title may dispense beer to adult guests through locked, in-room units.",
827,"T.C.A 57-5-107(b): No person under the age of twenty-one (21) shall be issued or supplied with a key by any hotel or motel for such units. Such units may only be located in any such hotel or motel located in municipalities having a population in excess of one hundred thousand (100,000) if the voters of such municipality have approved the consumption of alcoholic beverages on the premises by referendum and in any county in which such municipalities are located if the voters of such county have approved the consumption of alcoholic beverages on the premises by referendum.",
828,"T.C.A 57-5-110(a): All persons, firms, corporations, joint-stock companies, syndicates or associations in this state storing, selling, distributing and/or manufacturing beer in this state shall execute a bond securing the payment of the taxes levied, as the state privilege tax, under provisions hereof, the bond to be payable to the commissioner of revenue and to be signed by some solvent surety company residing in or having an office and agent in the state of Tennessee, and to be approved by the commissioner.",
829,"T.C.A 57-5-110(b): Such bond shall be conditioned upon and posted to secure the proper payment of all taxes for which the taxpayer may become liable during the taxpayer's initial license period of twelve (12) months, in the minimum penal sum of twenty thousand dollars ($20,000); provided, that after monthly reports have been received by the department which cover the initial three (3) full months of such person's operating experience, the penal sum may, upon written request of the taxpayer, be adjusted to an amount equal to no less than twice the amount of the tax required to be paid by such person per month and shall be determined by averaging such tax over the period of months immediately preceding the adjustment. If, at any time after the initial three (3) months operating experience, the commissioner shall determine the average monthly tax liability of a taxpayer to be greater than twenty thousand dollars ($20,000), the taxpayer shall be required to immediately file a rider to the taxpayer's bond to increase the penal sum of the bond to two (2) times the taxpayer's average monthly tax liability as determined by the commissioner.",
830,"T.C.A 57-5-110(e)(2): Any taxpayer exempted from the bonding requirement of this section who fails to pay the special privilege tax in section 57-5-201(a)(1), within the time period for payment set by statute or rule shall, upon such failure, be required to execute and maintain a bond as required in this section.",
831,"T.C.A 57-5-111(b)(1)(A): No license or permit shall be required under this title for the making of homemade beer, and the possession, transportation, or storage of homemade beer, by any person if all of the following apply: The person who makes the beer receives no compensation;",
832,"T.C.A 57-5-111(b)(1)(B): No license or permit shall be required under this title for the making of homemade beer, and the possession, transportation, or storage of homemade beer, by any person if all of the following apply: The beer is not sold or offered for sale; and",
833,"T.C.A 57-5-111(b)(1)(C): No license or permit shall be required under this title for the making of homemade beer, and the possession, transportation, or storage of homemade beer, by any person if all of the following apply: The total quantity of beer made, in a calendar year, by the person and any other person living in the same household does not exceed one hundred gallons (100 gal.) if the household has only one (1) person of legal drinking age or two hundred gallons (200 gal.) if the household has two (2) or more persons of legal drinking age.",
834,T.C.A 57-5-111(b)(3): Any homemade beer in compliance with subdivision (b)(1) that is being transported shall be clearly identified as homemade beer.,
835,"T.C.A 57-5-111(c): The use of homemade beer made in compliance with the limitations specified in subdivision (b)(1) is allowed for purposes of exhibition, demonstration, judging, tasting, or sampling or as part of a contest or competition, if the exhibition, demonstration, judging, tasting, sampling, contest, or competition is held at a private residence or on a licensed premises. Homemade beer used for purposes described in this subsection (c), including the submission or consumption of such beer, shall not be considered sold or offered for sale, and any prize awarded at a contest or competition or as a result of an exhibition, demonstration, judging, tasting, or sampling shall not be considered compensation. No fee may be charged for consumption of the homemade beer at the exhibition, demonstration, judging, tasting, sampling, contest, or competition; provided, however, an entrance fee may be charged to persons attending an exhibition, contest, or competition.",
836,"T.C.A 57-5-111(d)(1): Notwithstanding any law to the contrary, a person who is not a permit holder under this chapter may, at a private residence, and a person who is a permit holder under this chapter may, on the permitted premises, conduct, sponsor, or host a contest, competition, or other event for the exhibition, demonstration, judging, tasting, or sampling of homemade beer made in compliance with the limitations specified in subdivision (b)(1) if the person does not sell the beer and, unless the person is the maker of the beer, does not acquire any ownership interest in the beer.",
837,"T.C.A 57-5-111(d)(2): No fee may be charged for consumption of homemade beer at the contest, competition, or other event; provided, however, an entrance fee may be charged to persons attending a contest, competition, or other event.",
838,"T.C.A 57-5-111(d)(3): If the contest, competition, or other event is held on a permitted premises, the permit holder may allow the homemade beer to be stored on the premises if the homemade beer is clearly identified and kept separate from any alcoholic beverages or beer owned by the permit holder. Any homemade beer stored on the premises shall be removed within twenty-four (24) hours after the contest, competition, or other event has ended.",
839,"T.C.A 57-5-112(a): Any wholesaler or retailer selling or distributing any product regulated under this chapter in a twenty-five and four-tenths ounce (25.4 oz.) container may distribute such container only if the container has affixed to it a label, printed in at least three-sixteenths inches (3/16'') type, which states ""flavored beer."" Nothing herein shall be construed to impose upon a brewer or importer the duty to affix the labels required under this subsection (a) prior to sale to a wholesaler.",
840,"T.C.A 57-5-112(b): Any retail permittee or licensee under this title which elects to distribute any beer product in a twenty-five and four-tenths ounce (25.4 oz.) container is prohibited from indicating, directly or indirectly, that the product is not a flavored beer product. Any retail permittee or licensee violating this section shall be subject to sanctions imposed by law.",
841,"T.C.A 57-5-201(c): No retail dealer of beer, as defined in section 57-5-101(b), shall purchase beer from anyone other than a licensed wholesaler located in this state, and all such purchases shall be delivered by the wholesaler to the retailer's licensed premises only or directly to the retailer at the wholesaler's licensed premises. No wholesale distributor of beer shall purchase beer from anyone other than a licensed manufacturer, importer, or other wholesaler holding a permit issued pursuant to section 57-5-101, and all such purchases shall be delivered only at a warehouse facility owned or operated by the wholesaler and located within this state. Anyone importing or causing to be imported any beer, as defined in section 57-5-101(b), shall be liable as other wholesale distributors or dealers hereunder.",
842,"T.C.A 57-5-206(a): Every person, firm, corporation, joint-stock company, syndicate or association in this state engaged in the storage, sale, distribution by sale or gift and/or manufacture in this state of such beer and/or other beverage shall keep invoices and all other memoranda fully descriptive thereof, and shall permit the commissioner or the commissioner's authorized agents, representatives or employees to inspect, at any time during the business hours of the day, all such articles, containers, packages, invoices, books, papers and memoranda as may be deemed necessary in the opinion of the commissioner, or the commissioner's authorized agent, representative or employee, in ascertaining whether or not the state privilege tax levied under sectionsection 57-5-201 -- 57-5-203 has been paid or in determining the amount of such tax as may be due.",
843,"T.C.A 57-5-206(b): The original bill of sale or invoice or a digital copy thereof shall be kept by the wholesaler for at least two (2) years and the duplicate bill of sale or invoice shall be retained by the retailer for at least two (2) years, subject to inspection by the department or the county, municipal or metropolitan government involved.",
844,"T.C.A 57-5-207(a): The failure of any person, firm, corporation, joint-stock company, syndicate or association required to pay the state privilege taxes levied hereby, to preserve the invoices or memoranda required by section 57-5-206, or to permit the inspection and examination of such containers, packages, or articles used as the measure of the tax, and/or invoices, books, papers and memoranda at the request of the commissioner or the commissioner's authorized agent, representative or employee, or the failure of any such person to make or furnish any report which the commissioner is authorized to require when demanded by the commissioner, is a violation hereof.",
845,"T.C.A 57-5-301(a)(1):  prior to making a sale of beer for off-premise consumption, state law requires identification for the sale of beer",
846,"T.C.A 57-5-301(b)(1): No alcoholic beverage within the scope hereof shall be sold between twelve o'clock midnight (12:00) and six o'clock a.m. (6:00 a.m.). No such beverage shall be sold between twelve o'clock midnight (12:00) on Saturday and eleven fifty-nine o'clock p.m. (11:59 p.m.) on Sunday. No such beverage shall be consumed, or opened for consumption, on or about any premises licensed hereunder, in either bottle, glass, or other container, after twelve fifteen o'clock a.m. (12:15 a.m.). Any county by resolution of the governing body may extend the hours for the sale of beer; provided, however, that the hours for the sale of beer in ""clubs"" as defined in section 57-4-102, shall conform to those hours for the sale of liquor by the drink as provided in chapter 4 of this title.",
847,"T.C.A 57-5-301(c): It is unlawful for the management of any place where any beverage licensed hereunder is sold to allow any minor to loiter about such place of business, and the burden of ascertaining the age of minor customers shall be upon the owner or operator of such place of business.",
848,"T.C.A 57-5-301(f): Vendors shall post signs on the vendor's premises informing customers of the vendor's policy against selling beer to underage persons. The signs shall be not less than eight and one half inches by five and one half inches (8 1/2'' x 5 1/2''), and shall contain the following language: IF YOU AREN'T 21 AND ARE IN POSSESSION OF BEER, YOU COULD LOSE YOUR DRIVER LICENSE.",
849,"T.C.A 57-5-304(a): No outdoor sign, advertisement or display that advertises beer may be erected or maintained on the property on which a retail beer establishment is located other than one (1) sign, advertisement or display which makes reference to the fact that the establishment sells beer but does not use brand names, pictures, numbers, prices or diagrams relating to beer.",
850,"T.C.A 57-5-416: Unless authorized in writing by the appropriate county, municipal or metropolitan beer board or committee to do so, it is unlawful for any retailer to store beer at any place other than the address designated on the retailers' beer permit.",
851,T.C.A 57-5-503(1)(A): Transfer the wholesaler's business without giving the supplier written notice of the proposed transfer of the business as required by this part; or,
852,"T.C.A 57-5-503(1)(B): Transfer the wholesaler's business without receiving the supplier's written approval for the proposed transfer, where required by an agreement and consistent with this part.",
853,"T.C.A 57-5-503(2)(A): Coerce, or attempt to coerce, any wholesaler to do any illegal act or to violate any law or regulation either by threatening to amend, modify, cancel, terminate, or refuse to renew any agreement existing between the supplier and the wholesaler, or by any other means;",
854,"T.C.A 57-5-503(2)(B): Coerce, or attempt to coerce, any wholesaler to accept delivery of any beer or other commodity which has not been ordered by the wholesaler or, if ordered, has been cancelled by the wholesaler in accordance with reasonable cancellation procedures of the supplier. A supplier may impose reasonable inventory requirements upon a wholesaler if the requirements are made in good faith and are generally applied to other wholesalers in Tennessee and adjoining states having an agreement with the supplier;",
855,T.C.A 57-5-503(2)(C): Withhold delivery of beer ordered by a wholesaler or change a wholesaler's quota of a brand or brands if the withholding or change is not made in good faith;,
856,"T.C.A 57-5-503(2)(D): Require a wholesaler to purchase one (1) or more brands of beer or other products in order for the wholesaler to purchase another brand or brands of beer for any reason. If a wholesaler has agreed to distribute a brand or brands before March 1, 1990, that wholesaler shall continue to distribute the brand or brands in conformance with this part;",
857,"T.C.A 57-5-503(2)(E): Require a wholesaler to assent to any condition, stipulation or provision unreasonably limiting the wholesaler's right to sell a brand or brands of beer or other products of any other supplier;",
858,"T.C.A 57-5-503(2)(F): Require a wholesaler to submit audited financial information, including, but not limited to, profit and loss statements, balance sheets, financial records or specific information regarding competitive brands, as a condition of renewal or continuation of an agreement;",
859,T.C.A 57-5-503(2)(G): Require a wholesaler by any means to participate directly in or contribute to any local or national advertising fund or purchase any merchandising material controlled either directly or indirectly by the supplier;,
860,"T.C.A 57-5-503(2)(H): Require a wholesaler to terminate the designation of an individual as a manager or successor manager without just cause. A supplier has just cause to require termination of the designation of an individual as a manager or successor manager only if the person designated by the wholesaler fails to meet reasonable standards and qualifications. In any action challenging such termination, the supplier shall have the burden of proving that such person fails to meet such standards and qualifications;",
861,"T.C.A 57-5-503(2)(I): Take any retaliatory action against a wholesaler who files a complaint with any regulatory body or in any court of law regarding an alleged violation by the supplier of federal, state or local law or of any administrative rule; or",
862,"T.C.A 57-5-503(2)(J): Threaten to cancel or withhold credit, or to reduce the time period normally given the wholesaler to make payment on a delivery from the supplier as a means of compelling the wholesaler to meet certain standards of performance in any area of business not directly related to credit.",
863,"T.C.A 57-5-504(a): A wholesaler shall give the supplier written notice of the wholesaler's proposed transfer of the wholesaler's business not less than thirty (30) days prior to the completion of the transfer, except in cases of transfer by inheritance, in which case the transferee shall give the supplier written notice of the transferee's ownership interest within a reasonable time after the transfer is completed.",
864,"T.C.A 57-5-504(b): A supplier's consent shall not be required for any transfer of the wholesaler's business to a designated member or for any transfer of less than control of the wholesaler's business; however, a supplier's written consent shall be required for any transfer of the wholesaler's business to a person other than a designated member.",
865,"T.C.A 57-5-504(c): Notwithstanding subsection (b), written consent from a supplier shall be required for any transfer of the wholesaler's business to a designated member or other transferee if any of the following conditions apply:",
866,T.C.A 57-5-504(c)(1): The transferee or any owner of the transferee has been convicted of a felony under the United States Code or the laws of any state which would adversely affect the good will or interests of the wholesaler or supplier;,
867,"T.C.A 57-5-504(c)(2): The transferee or any owner of the transferee has had a previous alcoholic beverage license revoked or suspended by the regulatory agency of the United States government or any state, whereby service was interrupted for more than ninety (90) days;",
868,"T.C.A 57-5-504(c)(3): The transferee or any owner of the transferee is insolvent or has filed any voluntary or involuntary petition under any bankruptcy or receivership laws, or has executed an assignment for the benefit of creditors; or",
869,"T.C.A 57-5-504(c)(4): The transferee or any owner of the transferee has had any previous agreement with the supplier involuntarily terminated, cancelled, discontinued or not renewed by the supplier for good cause.",
870,"T.C.A 57-5-504(d): If the transferee is a designated member, a supplier shall not interfere with, prevent or unreasonably delay the transfer of the wholesaler's business. An unreasonable delay is one that exceeds thirty (30) days after the intended date of transfer as set forth in the notice required by subsection (a).",
871,"T.C.A 57-5-504(e): If the transferee is not a designated member, a supplier may not withhold consent or unreasonably interfere with or delay the transfer if the transferee meets reasonable standards and qualifications which are nondiscriminatory and material. An unreasonable delay is one that exceeds thirty (30) days after the receipt of all material information reasonably requested. The supplier shall have the burden of proving that the proposed transferee does not meet such standards and qualifications.",
872,"T.C.A 57-5-608(a): A permit under this part may not be suspended or revoked by a beer board based on a clerk's illegal sale of beer to a minor person who is not of lawful drinking age, if the clerk is properly certified and has attended annual meetings since the original certification, or is within sixty-one (61) days of the date of hire at the time of the violation.",
873,"T.C.A 57-5-608(b): Notwithstanding subsection (a), the commission shall revoke the certification of a vendor certified as a responsible vendor, if the vendor had knowledge of the violation or should have known about the violation, or participated in or committed the violation. If the commission revokes a vendor's certification under this section, the vendor shall be penalized for the violation by the beer board as if the vendor were not certified as a responsible vendor.",
874,"T.C.A 57-5-608(c): Notwithstanding subsection (a) or any other law, the commission shall revoke the vendor's status as a certified responsible vendor, if the vendor has two (2) violations within a twelve-month period. The revocation shall be for a period of three (3) years.",
875,"T.C.A 57-5-108(3)(C): Such revocation, suspension, or imposition of civil penalty may be made for any violation of any provision of this chapter or whenever it shall satisfactorily appear that the premises of any person, firm or corporation holding a permit or license under this chapter are being maintained and operated in such manner as to be detrimental to public health, safety or morals. The board in considering the suspension or revocation of a license shall consider repeated violations of any local ordinance or state law involving prohibited sexual contact on the premises of an adult oriented establishment.",
876,"T.C.A 57-4-203(B)(1)(A): any licensee or other person who sells, furnishes, disposes of, gives, or causes to be sold, furnished, disposed of, or given, any alcoholic beverage to any person under 21 years of age",
877,"T.C.A 57-5-409(a): any beer or other alcohol beverage of alcoholic content of not more than five percent by weight sold or offered for sale by, or in possession of, a retailer purchased from any person, firm or corporation, except a Tennessee wholesaler or distributor licensed in this state, is declared to be contraband and shall be subject to confiscation. (10/22/04)",
878,"M.C.L 7.08.090E5: Failure of a retail food store permit holder that is exempted from the distance requirements pursuant to this subsection to meet the applicable requirements in subsection E.2. above shall constitute grounds for revocation of a permit for the sale of beer. Upon revocation of a beer permit for failure to meet the applicable requirements in subsection E.2., the retail food store applicant shall be required to reapply for the permit without being exempted from any distance requirements.",
879,M.C.L 7.08.040D: false statement on application forfeiture of permit not elgible for 10 years.,
880,"M.C.L 7.08.120B:  ""Draft beer,"" as defined in this section, means beer which is poured from a pressurized container or keg into a container approved by the State of Tennessee, which is then commercially sealed. The process of pouring the beer into the container and commercially sealing same shall take place on the premises of the retailer in an area separate from the area which the public may use.",
881,"M.C.L 7.08.090A1: No beer permit shall be issued to an applicant whose location is less than one hundred feet from a church, a school or its playground, a park, a licensed day care center or nursery school or their playgrounds, or a dwelling for one or two families. One- or two-family dwellings shall not be construed to include house trailers, on wheels or otherwise. Provided,however that the minimum distance requirements contained herein shall not be applicable to any location which is in the DTC or CF zone districts. This subsection shall not affect any location for which a beer permit was in effect within three hundred sixty-five days of May 26, 1992, the effective date of the ordinance codified in this subsection A and, further, shall not affect said location thereafter so long as a beer permit is held for that location without lapse of more than three hundred sixty-five days, even if there is a change of ownership of the location or the business thereon. Provided, however, the foregoing to the contrary notwithstanding, the distance requirements contained herein shall be applied to any location which has been granted a beer permit after January 1, 1992, that was not subject to a minimum distance requirement. Provided, however, the distance requirements provided herein shall not be applicable to a retailer on-sale beer permit for any location that is on a lot in the MUL district under the provisions of Title 17 of the Metropolitan Code of Laws so long as (a) a retailer on-sale beer permit is obtained prior to April 30, 2003; (b) more than fifty percent of the gross sales of said applicant for said location is derived from food sales, excluding sales of alcoholic beverages; and (c) thereafter said permit is held without lapse of more than three hundred sixty-five days, regardless of any change of ownership. Provided however, the distance requirements provided herein shall not be applicable to establishments which are: (a) located within the urban services district",
882,"T.C.A 57-5-103(8): Any person, firm, corporation, joint-stock company, syndicate, or association engaged in the sale, distribution, or manufacture of beer without the permit required by this part commits a Class A misdemeanor.",
883,All retail permittees shall conspicuously post laws and regulations governing the sale of beer in a location easily observed by the public. Regulations and laws governing the sale of beer to under-aged persons shall be conspicuously posted near the cash register of all establishments engaging in the retail sale of beer.,
884,The Executive Secretary to the Metropolitan Beer Permit Board may issue a temporary license to sell beer to any person who meets the following requirements: A.  ,
885,"An off-sale beer permittee shall sell beer only in commercially sealed containers. In the event that the off-sale beer permittee desires to commercially seal the containers containing beer on said permittee's premises, said permittee shall seal the containers in an area separate from the area which is used by the public. The presence of a non-commercially sealed or unsealed container containing beer within an area of the off-sale beer permittee's premises which are used by the public is strictly prohibited. The presence of a non-commercially sealed or unsealed container containing beer within an area of the off-sale beer permittee's premises which are used by the public creates a presumption that the off-sale beer permittee is selling beer for on-premises consumption.",
886,"No person under 18 years of age shall transport, possess, sell or dispense beer or other beverages with an alcoholic content of eight (8%) percent or less by weight.",
887,Beer shall not be sold through any drive-through or delivery window or by curb service by any retail establishment possessing an on-premises or off-premises beer sale permit.,
888,"Special Events held on public property can only be issued a special event permit if the event benefits a ""bona fide political organization"" or a ""bona fide charitable or nonprofit organization"" as defined in T.C.A. 57-4-102. All Special Event applicants or caterers must provide written notice from the benefitted entity to the Beer Board confirming its involvement in the Special Event, as well as documentation of the benefitted entity's status as a “Bona fide political organization or “bona fide charitable or nonprofit organization.”",
889,"All applicants for beer permits must supply the name, address and date of birth of all owners and/or partners holding any interest in the retail establishments or locations where beer will be sold. The Beer Permit Board may consider the criminal history of any person having an interest in the named location when determining eligibility for permits of any kind.",
890,No permittee nor any of his/her agents shall deliver beer from a business establishment to the home or any other location of the consumer where the sale and delivery of beer and/or other goods are made simultaneously at the location of the consumer.,
891,"In disciplinary proceedings, it shall be no defense that an employee or agent of a permittee acted contrary to order or that the permittee did not personally participate in the violating act or acts. Permittees are responsible for ensuring knowledge of and compliance with the Beer Permit Laws of The Metropolitan Government of Nashville and Davidson County and the Rules of the Beer Permit Board, among agents or employees.",
892,"When applying for an on or off-sale permit, all applicants shall show evidence of lease or ownership of the property where the business will be located.",
893,All applicants for a permit of any kind relating to the sale of beer must be no less than twenty-one years of age.,
894,"When ascertaining the age of a person purchasing or attempting to purchase beer, a permittee or licensee must view one or more of the following documents: 1.   Valid drivers license from the State of Tennessee. (If not in possession of a Tennessee Drivers License, purchaser must show other identification) 2.    United States Active Duty Military Identification, 3.    Passport,  ",
895,,
896,"When applying for a special event permit, applicant must submit approval for the proposed event in writing from:A.   Department of HealthB.   Fire Marshal ApprovalC.   Certificate of Registration or Tax Exempt Letter from Charity or Non-profit        organizations D.  Letter from charitable organization (only if event is held on public property and applicant is not a charity, non-profit or political organization – see Rule 8)  E.   Letter of permission to use the Property  (From property owner, Parks Department, Public Works, etc.)F.   Present verifiable proof of proper security.",
897,,
898,,
899,,
900,,
901,,
902,,
903,"All application fees for beer permits and beer privilege taxes, must be paid in cash, cashier’s check, certified check, debit card or credit card.  All such payments will be tendered at the time the application or renewal is accepted by the administrative offices of the Metropolitan Beer Permit Board.",
904,The Metropolitan Beer Permit Board recognizes the following crimes to be crimes of moral turpitude:  ,
905,,
906,"Upon making application for a beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Health Department ordinances and regulations.  The required health approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application.  Failure to provide documents verifying health department approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying Metropolitan Health Department approval are provided to the Metropolitan Beer Permit Board administrative offices.",
907,"Upon making application for an on-sale beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Fire Marshal’s ordinances and regulations.  The required Fire Marshal’s approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application. ",
908,,
909,"Permittees shall surrender their permits, in person, at the offices of the Metropolitan Beer Permit Board, during its business hours, immediately following the termination of their association with the business or location for which the permit(s) have been issued, except as provided by sections 5-1-23(f) & 5-1-23.3(i) of the Metropolitan Code of Laws or except in cases of death, illness, absence from the Metropolitan Government area, or similar circumstances.",
910,"All complaints requested to be heard by the Metropolitan Beer Permit Board shall be filed in writing with the Executive Director of the Metropolitan Beer Permit Board.  Such complaints shall consist of the name, address and telephone number of the person or persons making the complaint and the name, address, telephone number, and nature of the complaint of the alleged offending party.",
911,"An old location is any location that has had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit. A new location is any location that has not had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit.",
912,Rule 26,
913,,
914,,
915,"A permit holder may not avoid a hearing or probation, suspension, or revocation of a permit by surrendering the permit. In the event of surrender of a permit, the Beer Board shall retain its authority to take action on any alleged violation that may have occurred prior to the surrender of a permit.",
916,Temporary permits shall not be issued by the Executive Director to any applicant or for any location that has a complaint by a beer inspector or law enforcement officer or a citation pending before the beer board. ,
917,,
