,3212.0
"requirements,re-secure",8.0
"requirements,repair",1.0
"requirements,replace",3.0
"requirements,replace,",1.0
"requirements,rodent",1.0
"requirements,rotted,",2.0
"requirements,sanitary",23.0
"requirements,scope",3.0
"requirements,unlic",3.0
"requirements,unsafe",1.0
"requirements,unstop",2.0
"requirements,use",2.0
"requirements,ventilation",1.0
"requirements,water",2.0
requirements.,1.0
requirements.use,1.0
requirementsboarding,1.0
requirementsbuilding,1.0
requires,2.0
res,69.0
"res,exterior",55.0
"res,extermination",1.0
"res,fire",3.0
"res,high",6.0
"res,open",7.0
"res,parking",6.0
"res.zone,",1.0
resaleunlic,1.0
resdential,1.0
research.,1.0
reside,4.0
residence,45.0
residence).landlord,1.0
"residence,",4.0
residence-her,1.0
residence.,10.0
residence.commercial,2.0
residence.high,2.0
residence.hours,1.0
residence.open,5.0
residence.overcrowding,1.0
residence.parking,1.0
residence.use,2.0
residence/,1.0
residence;,41.0
residenceaddress,1.0
residencebanners,1.0
residenceboat,2.0
residencebuilding,2.0
residencechickens,1.0
residencecommercial,16.0
residenceelectrical,1.0
residenceexterior,9.0
residencefence,1.0
residenceoccupancy,1.0
residenceopen,15.0
residenceovercrowding,2.0
residenceparking,5.0
residenceprohibited,1.0
residenceunlic,5.0
residenceuse,15.0
residenial,2.0
resident,4.0
residental,5.0
"residental,",3.0
residental.,1.0
residential,723.0
"residential,",1.0
"residential,boat",9.0
"residential,building",9.0
"residential,clean",1.0
"residential,commercial",7.0
"residential,correct",1.0
"residential,electrical",1.0
"residential,exterior",147.0
"residential,fire",1.0
"residential,forced",1.0
"residential,high",115.0
"residential,home",1.0
"residential,interior",1.0
"residential,landlord",4.0
"residential,open",120.0
"residential,overcrowding,overcrowding",1.0
"residential,parking",79.0
"residential,signs",1.0
"residential,swimming",1.0
"residential,unlic",14.0
"residential,use",4.0
residentialaccessory,1.0
residentialcommercial,2.0
residentialfailure,2.0
residentialhigh,1.0
residentially,1.0
residentialuse,1.0
residiential,1.0
residing,69.0
resolved.exterior,1.0
resolved.high,1.0
resolvedexterior,1.0
resolvedopen,1.0
responsible,1.0
rest.graffiti,1.0
rest.use,1.0
restaurant,17.0
restaurant.,2.0
restaurant.building,1.0
restaurantexterior,2.0
restaurantgraffiti,1.0
restexterior,1.0
restirctions,1.0
restocks,1.0
restoring,1.0
restriction,1.0
restrictions,1.0
restroom,1.0
restroom(s),1.0
restroom;,1.0
restrooms,1.0
"restrooms,",1.0
restroomsbuilding,2.0
restroomsplumbing,1.0
resturant,1.0
resturantelectronic,1.0
results,1.0
retail,1.0
retainer,2.0
retaining,13.0
"retaining,exterior",1.0
retention,2.0
retreat,2.0
retreat),1.0
revels,1.0
revelsopen,1.0
revere,1.0
reverts,1.0
reviews.,1.0
rfs,13.0
rhiannon,1.0
rhonda,1.0
rhythm,1.0
ricco's,1.0
richards,1.0
richland,1.0
richmond,1.0
rick's,1.0
rides),1.0
"rides,",1.0
rides.use,1.0
ridge,4.0
riding;,1.0
ridley,1.0
riggerhigh,1.0
righ,1.0
right,1063.0
right-of-way,61.0
right-of-way.exterior,1.0
right-of-wayvehicle,2.0
right.,1.0
right.open,1.0
rights,1.0
rims,1.0
ripped,1.0
"rippling,",1.0
river,2.0
riverchase,3.0
riverlanding,1.0
riversbuilding,1.0
riverside,2.0
road,13.0
road).open,1.0
road)open,1.0
"road,",4.0
road.,3.0
road.building,1.0
road.commercial,1.0
"road.cornices,",1.0
road.exterior,2.0
road.high,2.0
road.open,3.0
road.vehicle,1.0
roadcommercial,1.0
roadexterior,4.0
roadfence,1.0
roadhigh,4.0
roadmastervehicle,1.0
roadopen,3.0
roadparking,1.0
roadside,1.0
"roadside,",2.0
roadside.,2.0
roadsideexterior,2.0
roadsidelitter,3.0
roadsideopen,25.0
roadvehicle,1.0
roadway,3.0
"roadway,",2.0
roadway.parking,1.0
roadwayexterior,2.0
roadwayopen,2.0
roam,1.0
robbins,1.0
robbinssigns,1.0
robert,1.0
robertson,1.0
robertson)high,1.0
robinson,2.0
robinwoodparking,1.0
rock,9.0
rock),1.0
rock.failure,1.0
rocking,1.0
rocks,5.0
"rocks,",2.0
rockwall,1.0
rockwood,2.0
rodent,10.0
rodents,2.0
rodentsaccessory,1.0
rodeovehicle,1.0
roll,3.0
rolled,2.0
rolling,1.0
rolls,3.0
rolson,1.0
roma,1.0
ront,1.0
roof,252.0
"roof,",9.0
"roof,exterior",2.0
roof.,7.0
roof.exterior,1.0
roof/attic,1.0
roof/fascia,1.0
roof/guttershigh,1.0
roof/rotted,1.0
roof;,4.0
roofaccessory,4.0
roofbuilding,2.0
roofexterior,21.0
roofing,13.0
roofingexterior,1.0
roofmissing,1.0
roofopen,3.0
roofs,133.0
roofs�,360.0
roofuse,1.0
room,11.0
room).building,1.0
"room,",1.0
room.,1.0
room.interior,1.0
room/garage,1.0
room;,1.0
roombuilding,2.0
roomexterior,1.0
rooming,10.0
rooming/boarding,1.0
rooming/borading,1.0
rooms,20.0
"rooms,",2.0
"rooms,use",1.0
"rooms,ventilation",1.0
"rooms,water",1.0
rooms.,3.0
rooms.occupancy,1.0
roomsexterior,1.0
roomsoccupancy,1.0
rooster,4.0
roosterchickens,3.0
roosterexterior,1.0
roosters,1.0
roosters.chickens,1.0
roosterschickens,4.0
roostersopen,1.0
rope,1.0
roped,1.0
roping,1.0
rose,2.0
"rosebank,",1.0
rotted,13.0
rotted)exterior,1.0
rotted/missing,1.0
rottedaccessory,1.0
rottedexterior,1.0
rotten,22.0
"rotten,",2.0
rotten;,1.0
rottenexterior,1.0
rotting,7.0
"rotting,",2.0
rotting.,1.0
rottingexterior,1.0
rough.,1.0
roundtree,1.0
routed,2.0
roverunlic,1.0
row,77.0
"row),",1.0
row)exterior,1.0
row)open,1.0
row)unlic,1.0
"row,",16.0
"row,.",1.0
"row,address",1.0
"row,banners,building",1.0
"row,banners,dilapidated",1.0
"row,banners,electronic",1.0
"row,banners,failure",1.0
"row,banners,on-premises",4.0
"row,banners,open",1.0
"row,banners,prohibited",8.0
"row,certificate",1.0
"row,dilapidated",1.0
"row,exterior",8.0
"row,failure",2.0
"row,on-premises",5.0
"row,open",1.0
"row,prohibited",65.0
"row,sign",5.0
"row,signs",7.0
"row,use",1.0
row.,179.0
row.defective,1.0
row.exterior,3.0
row.open,6.0
row.unlic,9.0
row.vehicle,69.0
row/,2.0
row///imvtractor-trailer,1.0
row//mitsubishivehicle,1.0
rowaccessory,1.0
rowcommercial,1.0
rowcvehicle,1.0
rowdyexcessive,1.0
rowexterior,43.0
rowgarage,1.0
rowhigh,8.0
rowlandbuilding,1.0
rowopen,23.0
rowparking,3.0
rows,1.0
rowsigns,14.0
rowunlic,10.0
rowuse,3.0
rowvehicle,274.0
roxborough,1.0
royal,1.0
rpeat,1.0
rr,2.0
rrear,2.0
rs10failure,1.0
rs5,1.0
rsidential,2.0
rubbish,34.0
"rubbish,rubbish",5.0
"rubbish,trash",2.0
"rubbish,unlic",3.0
"rubbish,use",1.0
rubble,2.0
rucker's,1.0
rug,4.0
rugs,2.0
rule.signs,1.0
ruleelectronic,1.0
"rules,use",1.0
rulesuse,1.0
run,22.0
run-off,1.0
runner,1.0
runnig,2.0
running,421.0
runoff,3.0
runoff.commercial,1.0
runs,4.0
runsvehicle,1.0
rural,1.0
rusted,3.0
rusty,2.0
rutledge,1.0
rv,64.0
rv's,3.0
rv)unlic,1.0
"rv,",2.0
rv.,3.0
rv...running,1.0
rv.unlic,1.0
rv;,2.0
rv;use,1.0
rvopen,1.0
rvrv,3.0
rvsopen,1.0
rvuse,1.0
ryme,1.0
s,14.0
s-10,1.0
s.,4.0
s.f.,1.0
s.high,1.0
s61-55jvehicle,1.0
sable,1.0
sacopen,1.0
saddlestone,1.0
safety,26.0
"safety,",1.0
safford,1.0
sagging,12.0
said,7.0
sail,2.0
sailboat,1.0
saindon,1.0
sak,1.0
sak.,1.0
sakopen,1.0
salavage,1.0
sale,68.0
"sale),",1.0
"sale,",2.0
"sale,garage",6.0
"sale,occupancy",1.0
sale.,5.0
sale.accessory,1.0
sale.open,1.0
sale/consignment,1.0
sale;,1.0
saleconsignment,2.0
saleexterior,1.0
salegarage,6.0
saleparking,6.0
sales,69.0
sales),1.0
sales).open,1.0
"sales,",1.0
"sales,high",1.0
"sales,open",10.0
"sales,use",3.0
sales.,2.0
sales;,5.0
saleselectronic,1.0
salesexterior,7.0
salesgarage,5.0
salesopen,1.0
salesparking,5.0
salessigns,1.0
salesunlic,1.0
salesuse,3.0
saleunlic,1.0
saleuse,1.0
salon,5.0
salon.,1.0
salon.exterior,1.0
salon;,1.0
salongraffiti,1.0
salonsigns,1.0
salonuse,1.0
saloon.signs,1.0
salvage,3.0
salvageexterior,1.0
salvaging,2.0
salvagingopen,1.0
same,12.0
samll,1.0
sand,1.0
sandwich,8.0
sandy.,1.0
sanitary,2.0
sanitation,6.0
"sanitation,",1.0
"sanitation,exterior",6.0
"sanitation,heating",1.0
"sanitation,high",5.0
"sanitation,litter",5.0
"sanitation,open",3.0
"sanitation,rubbish",1.0
"sanitation,sanitary",1.0
"sanitation,sewage",1.0
"sanitation,use",1.0
"sanitationdirt,",1.0
satgarage,1.0
saturdaysigns,2.0
saturn,3.0
saturnunlic,1.0
saturnvehicle,2.0
savannah,1.0
save,2.0
saw,1.0
say,13.0
saying,1.0
says,130.0
sc,1.0
scaffold,1.0
scaffolding,1.0
scattered,7.0
scenic,1.0
schedule,1.0
school,2.0
school.,1.0
school.exterior,1.0
schoolunlic,1.0
scott,2.0
scovel.open,1.0
scrap,11.0
scrape,1.0
scrapping,2.0
screen,8.0
screened,1.0
screens,25.0
"screens,defective",1.0
"screens,exterior",1.0
scrollelectronic,1.0
scrolling,23.0
scrolling/flashing,1.0
scrollingelectronic,2.0
sculptures.,1.0
sealed,1.0
"sealed,",1.0
seat,3.0
"seat,",1.0
"seat,interior",1.0
seating,2.0
seats,2.0
"seats,",1.0
sebring,1.0
second,11.0
secondselectronic,1.0
secretariat,1.0
secrued.open,1.0
section,1.0
sections,1.0
secure,42.0
"secure,",5.0
"secure,fence",1.0
"secure,gate",1.0
"secure,graffiti",1.0
"secure,graffiti,high",3.0
"secure,graffiti,open",2.0
"secure,high",49.0
"secure,interior",4.0
"secure,litter",1.0
"secure,missing",5.0
"secure,open",61.0
"secure,overhaul",1.0
"secure,paint",1.0
"secure,rusted",1.0
secure/,3.0
secure////trashboarding,1.0
secure///demo,1.0
secure///trash///high,1.0
secureboarding,9.0
secureboat,1.0
securebuilding,1.0
"secured,",14.0
"secured,failure",1.0
secured.,19.0
secured.boarding,7.0
secured.exterior,3.0
secured.failure,1.0
securedaccessory,2.0
securedboarding,13.0
securedext,1.0
securedexterior,7.0
securedfailure,6.0
securedhigh,2.0
secureexterior,1.0
securefailure,4.0
securing,5.0
security,12.0
sedan,3.0
see,65.0
seeing.fence,1.0
seem,1.0
seems,3.0
seen,9.0
seeps,1.0
sees,1.0
sel,1.0
selcon,1.0
seldom,1.0
self,1.0
sell,3.0
"sell,",1.0
selling,57.0
sellinguse,1.0
sells,1.0
semi,16.0
"semi,",1.0
semi-tractor,2.0
send,1.0
sending,4.0
sendnoticelandlord,1.0
sent,8.0
sentra,1.0
sentravehicle,2.0
separate,6.0
separating,1.0
sephia,1.0
sept,1.0
septic,4.0
seriously,1.0
service,56.0
service),1.0
service)commercial,1.0
service)exterior,1.0
"service,",2.0
service.,5.0
serviceboat,1.0
servicecommercial,1.0
serviceelectrical,1.0
servicehigh,1.0
servicehome,1.0
serviceopen,1.0
services,4.0
services.,1.0
services.open,1.0
servicesigns,1.0
servicesopen,1.0
serviceuse,2.0
servicie,1.0
serving,2.0
set,8.0
"set,",1.0
set-back,1.0
set.exterior,1.0
setback,34.0
"setback,fence",37.0
"setback,open",1.0
"setback,parking",1.0
"setback,use",1.0
setback.accessory,1.0
setback.fence,1.0
setbackbuilding,2.0
setbackfence,4.0
setbackopen,1.0
setbacks,1.0
setbacksfence,1.0
setopen,1.0
setout,2.0
setting,26.0
setup,1.0
sever,1.0
several,20.0
severe,3.0
severely,1.0
sevier,1.0
sewage,76.0
sewage.,1.0
sewage.accessory,1.0
sewageplumbing,1.0
sewagesanitary,3.0
seweage,1.0
sewer,15.0
sewer/,1.0
sewerparking,1.0
sexual,1.0
sfd,2.0
shack,2.0
shacksigns,1.0
shadow,1.0
shakesigns,1.0
shape,1.0
shape;,1.0
shared,3.0
shares,1.0
sharp,1.0
sharpehigh,1.0
shasta,1.0
shauntanique,1.0
she,7.0
sheathing,1.0
"sheathing,",5.0
shed,81.0
shed)accessory,1.0
"shed,",42.0
"shed,accessory",1.0
"shed,open",1.0
shed.,12.0
shed.accessory,4.0
shed.building,1.0
shed.exterior,1.0
shed.open,1.0
shed.use,1.0
shed/,1.0
shed//address,1.0
shed/barn,1.0
shed/carport,1.0
shed/fenceaccessory,1.0
shed;,7.0
shedaccessory,28.0
shedbuilding,5.0
shedcommercial,2.0
shedelectrical,1.0
shedexcess,1.0
shedexterior,15.0
shedhigh,2.0
shedopen,11.0
"shedovercrowding,use",1.0
shedparking,2.0
sheds,8.0
"sheds,",52.0
sheds.,1.0
shedsaccessory,1.0
shedsanitary,1.0
shedsbuilding,1.0
shedsexterior,1.0
shedunlic,1.0
sheepchickens,1.0
sheets,2.0
shelby,1.0
"shelby,",1.0
shell,4.0
shellsigns,1.0
shelter.,1.0
shelters,1.0
shelving,1.0
"shenanigoats,",1.0
sherbrooke,1.0
sherwin,1.0
shield,1.0
shift,6.0
shigh,1.0
shihmen,1.0
shine,2.0
shingles,4.0
"shingles,",2.0
shingles;,1.0
shinglesexterior,1.0
shinig,1.0
shining,10.0
shipping,5.0
shiraz,1.0
shoe,1.0
shoes,1.0
shoots,1.0
shop,42.0
shop).,1.0
shop)open,1.0
"shop,",4.0
shop.,7.0
shop.open,1.0
shop.sign,1.0
shop/signage/repeat,1.0
shop/store,1.0
shop;,5.0
"shopbanners,open",1.0
"shopbanners,signs",1.0
shopbuilding,1.0
shopelectronic,1.0
shopexterior,2.0
shopfailure,2.0
shophigh,1.0
shopopen,5.0
shopping,10.0
shopprohibited,5.0
shopsign,1.0
shopsigns,4.0
shopunlic,1.0
shopuse,4.0
short,65.0
short-term,2.0
should,5.0
shouldn't,1.0
show,2.0
showed,1.0
shower,1.0
"shower,basin,",2.0
showing,1.0
shows,4.0
shrubberyhigh,1.0
shrubs,5.0
"shrubs,",2.0
shrubshigh,1.0
shrubsopen,1.0
shut,1.0
shuts,1.0
shutter,1.0
shutters,8.0
"shutters,",1.0
shutters/gutters,1.0
shuttersexterior,2.0
shutuse,1.0
side,439.0
"side),",1.0
"side,",1.0
side-,2.0
side.,7.0
"side.banners,prohibited",1.0
side.boarding,1.0
side.dog,1.0
side.high,3.0
side.interiors,1.0
side.open,2.0
side;,3.0
sideaccessory,1.0
sideexterior,8.0
sidegraffiti,1.0
sidehigh,4.0
sidelitter,4.0
sideopen,8.0
sideparking,2.0
siderepair,1.0
sides,13.0
sides.,1.0
sidesexterior,1.0
sideshigh,1.0
sidesopen,1.0
sidewalk,14.0
sidewalk.,1.0
sidewalk.parking,1.0
sidewalk.unlic,1.0
sidewalk/grassexterior,1.0
sidewalk/useuse,1.0
sidewalk;,1.0
sidewalkaccessory,1.0
sidewalkexterior,12.0
sidewalkhigh,8.0
sidewalkopen,8.0
sidewalkparking,9.0
sidewalkprohibited,1.0
sidewalks,10.0
"sidewalks,exterior",3.0
"sidewalks,high",2.0
sidewalksigns,3.0
sidewalkunlic,1.0
siding,57.0
"siding,",5.0
"siding,exterior",1.0
"siding,missing",1.0
"siding,mortar",1.0
"siding,open",18.0
"siding,outside",1.0
"siding,overhaul",4.0
"siding,paint",4.0
"siding,parking",1.0
"siding,rusted",3.0
siding.building,1.0
siding.exterior,1.0
siding/grassexterior,1.0
sidingbuilding,1.0
sidingexterior,2.0
sidwalkhigh,1.0
sienna,1.0
siennaunlic,1.0
sig.,1.0
sight,10.0
sight)open,1.0
sighted,1.0
sign,450.0
sign(s),1.0
sign(vehicle)signs,1.0
sign).open,1.0
"sign,",11.0
"sign,graffitidilapidated",1.0
"sign,prohibited",31.0
"sign,sign",2.0
"sign,signs",5.0
"sign,unlic",1.0
"sign,use",1.0
sign-,5.0
sign.,13.0
sign.dilapidated,1.0
sign.electronic,9.0
sign/,1.0
sign/abandoned,1.0
sign/permitprohibited,1.0
sign/rowsigns,2.0
sign;,2.0
sign;open,1.0
signabandoned,6.0
signage,19.0
signageabandoned,1.0
signageaccessory,1.0
signageelectronic,1.0
signageexterior,1.0
signagefailure,1.0
signagehigh,1.0
signageprohibited,7.0
signagesign,3.0
signagesigns,14.0
signaramasigns,1.0
"signbanners,prohibited",4.0
signdilapidated,10.0
signed,2.0
signelectronic,16.0
signexterior,1.0
signfailure,1.0
signhigh,4.0
signon-premises,2.0
signopen,1.0
signparking,1.0
signprohibited,19.0
signs,312.0
signs),22.0
"signs),tractor-trailer",1.0
"signs),unlic",3.0
"signs),use",5.0
"signs),window",1.0
"signs,",17.0
"signs,,",1.0
"signs,dilapidated",14.0
"signs,exterior",10.0
"signs,failure",1.0
"signs,graffiti",1.0
"signs,graffiti,high",1.0
"signs,graffiti,open",3.0
"signs,high",1.0
"signs,open",5.0
"signs,prohibited",16.0
"signs,sign",48.0
"signs,signs",115.0
"signs,unlic",3.0
"signs,unsafe",1.0
"signs,use",18.0
"signs,window",1.0
signs.,8.0
signs.on-premises,2.0
signs.prohibited,2.0
signs.signs,1.0
signs/,2.0
signs//prsonnel,1.0
signs/banners,1.0
"signs/bannersbanners,prohibited",2.0
signs/bannersexterior,1.0
signs/bannerson-premises,1.0
signs/bannerssigns,1.0
signs/cones,1.0
signs/flagsprohibited,1.0
signs/prohibitedaddress,1.0
signs/residents,1.0
signs/wind,1.0
signsaddress,1.0
"signsbanners,exterior",1.0
"signsbanners,open",2.0
"signsbanners,prohibited",16.0
signsbuilding,1.0
signselectronic,1.0
signsexterior,1.0
signsign,4.0
signsigns,17.0
signson-premises,2.0
signsopen,1.0
signsparking,1.0
signsprohibited,35.0
signssign,1.0
signssigns,34.0
silky,1.0
silver,57.0
silver/primervehicle,1.0
silverado,1.0
silvervehicle,4.0
similar,1.0
simulate,2.0
simultaneous,9.0
since,22.0
sine,1.0
single,17.0
singman,1.0
sink,11.0
"sink,",1.0
"sink,leaking",4.0
"sink,light",1.0
"sink,mechanical",2.0
"sink,occupancy",1.0
"sink,open",1.0
"sink,other",2.0
"sink,overhaul",3.0
"sink,plumbing",3.0
"sink,raise",1.0
"sink,re-secure",1.0
"sink,replace",1.0
"sink,rotted,",1.0
"sink,unstop",5.0
"sink,vent",1.0
"sink,ventilation",1.0
sink.open,1.0
sinking,1.0
sioux,1.0
sit,1.0
site,6.0
"site,",2.0
site.,2.0
site.high,1.0
site;,1.0
sited,2.0
sitehigh,1.0
sitelitter,1.0
siteopen,2.0
sitting,44.0
situated,1.0
situation.,1.0
six,2.0
size,3.0
skirting,1.0
skirtingexterior,1.0
"skis,open",1.0
skunks,1.0
sky,1.0
skyfalls,3.0
skyline,1.0
skylit,29.0
slam,1.0
slats,1.0
slaughtered.,1.0
slaughtering,1.0
slaydon,1.0
sleep,3.0
sleeping,5.0
sleeps,2.0
slimeswimming,2.0
slit,1.0
sludge,1.0
sludgeopen,1.0
small,5.0
smalladdress,1.0
smart,1.0
smashed,1.0
smell,9.0
smell.,1.0
smell.exterior,1.0
smells,3.0
smelly,1.0
smellyexterior,1.0
smileyhigh,1.0
smiling,1.0
smoke,180.0
smokefire,1.0
smokey,1.0
snakes,1.0
"snydersbanners,prohibited",1.0
so,26.0
social,1.0
sofa,13.0
sofa's,1.0
"sofa,",3.0
sofaexterior,1.0
sofaopen,1.0
sofas,1.0
sofasexterior,1.0
soffet,1.0
soffit,9.0
soffit/imv/pking/debrisexterior,1.0
soffit;,1.0
"soffiti,exterior",1.0
soffits,2.0
"soffits,",1.0
soffits/fasicas)exterior,1.0
soffitt,1.0
sofit,1.0
sofiti,2.0
sofitiexterior,1.0
sofitti,1.0
soil,1.0
soilbuilding,1.0
sold,4.0
sold.parking,1.0
solid,2.0
some,22.0
somehow,1.0
someone,38.0
somerset,1.0
something,4.0
sometime,2.0
sometimehigh,1.0
sometimes,4.0
somewhere,1.0
son,2.0
sonata,1.0
sorry,1.0
sorts,2.0
soul,2.0
sound/light,1.0
"source
dilapidated",1.0
"source
duplex",1.0
"source
high",1.0
"source
inoperable",1.0
"source
inoperable/unlicensed",1.0
"source
junk,",2.0
"source
possibly",1.0
"source
the",1.0
"source
unlicensed/inoperable",2.0
south,4.0
south.fence,1.0
southside,3.0
spa,1.0
space,11.0
space.,3.0
space;,1.0
spacebuilding,1.0
spaces,8.0
"spaces,occupancy",1.0
"spaces,plumbing",1.0
spaces.,2.0
spacessidewalk,1.0
spacesuse,1.0
spaceuse,1.0
"spanish,",1.0
spe,7.0
speak,1.0
speaking,1.0
spebuilding,1.0
special,13.0
specific,4.0
specifically,1.0
specifically),1.0
specify,9.0
speed,1.0
speedwaysigns,1.0
speedy,1.0
spillageopen,1.0
spilling,3.0
spindles,1.0
spirits,1.0
splash,1.0
split,1.0
sportclips,1.0
sportexterior,1.0
sports,3.0
spot,2.0
spot.,1.0
spotlight,2.0
spout,1.0
spoutsexterior,1.0
spray,3.0
sprayed,3.0
"sprayer,defective",1.0
spreadinglandlord,1.0
spring,11.0
"spring,",2.0
springgarage,1.0
springhill,1.0
springopen,1.0
springs,10.0
springs),1.0
springs)exterior,1.0
springs)open,1.0
springs.,1.0
springs.exterior,2.0
springsopen,2.0
sprinklers,1.0
sprint,1.0
sq.,1.0
sq.f.signs,1.0
square,1.0
squatter,1.0
squatters,9.0
st,8.0
st)high,1.0
st)open,1.0
st)unlic,1.0
"st,",1.0
st.,4.0
st.)strp,1.0
st.exterior,2.0
st.graffiti,1.0
st.open,3.0
stacked,17.0
stacking,1.0
stacks,3.0
staff,1.0
stagnant,33.0
stagnant.exterior,1.0
stagnated,1.0
stair,1.0
staircase,2.0
"staircase,",1.0
staircase.,1.0
stairs,20.0
"stairs,",45.0
stairscommercial,1.0
stairsexterior,2.0
stairway,2.0
stairwayexterior,1.0
stairways,15.0
"stairways,exterior",17.0
"stairways,handrails",1.0
"stairways,missing",1.0
"stairways,plumbing",1.0
stairwell,2.0
"stairwells,",1.0
stalls/commodes,1.0
stand,2.0
standardsaccessory,1.0
standardsprohibited,1.0
standing,20.0
standprohibited,1.0
star,3.0
starbucks.,1.0
started,4.0
starting,1.0
starts,2.0
starwood,1.0
state,3.0
stated,3.0
statement,1.0
states,3.0
static,1.0
station,14.0
station);,1.0
station.,1.0
station.building,1.0
station.exterior,1.0
station.open,1.0
"station///flagsbanners,signs",1.0
stationelectrical,1.0
stationexterior,1.0
stationhigh,1.0
stationlitter,1.0
stationopen,1.0
stay,1.0
staying,5.0
stays,3.0
stboarding,1.0
stbuilding,1.0
ste,4.0
ste.,1.0
steady,1.0
steak,1.0
steel,2.0
stein,1.0
"step,",1.0
steps,11.0
"steps,electrical",1.0
"steps,exterior",2.0
"steps,overhaul",3.0
"steps,paint",2.0
"steps,parking",1.0
"steps,unlic",1.0
steps.,1.0
steps.exterior,1.0
stepsexterior,1.0
stepsopen,1.0
sterry,1.0
stewart.open,1.0
sthigh,1.0
sticking,4.0
stickman,2.0
"stickman,",1.0
stickmansigns,1.0
still,39.0
stilll,1.0
stoargeopen,1.0
stone,2.0
stoneshorehigh,1.0
stop,10.0
stopped,4.0
stor,136.0
storage,5261.0
"storage,",10540.0
"storage,exterior",2.0
"storage,open",1.0
"storage,unlic",1.0
"storage-junk,",2.0
storage.,7.0
storage.accessory,1.0
storage.exterior,1.0
storage.open,1.0
storage/,7.0
storage/high,3.0
storage/illegal,1.0
storage/inoperable,4.0
storage/junk,1.0
storage/landlord,2.0
storage/trash,1.0
storage:,2.0
storage;,2.0
storageaccessory,7.0
storageaddress,6.0
storageboat,2.0
storagebuilding,2.0
"storagecornices,",1.0
storageelectrical,1.0
storageelectronic,1.0
storageexterior,47.0
storagegarage,1.0
storagehigh,16.0
storagelandlord,1.0
storageof,2.0
storageopen,151.0
storageparking,1.0
storageunlic,1.0
storageuse,3.0
store,24.0
store)banners,1.0
store.,5.0
store.open,1.0
stored,48.0
storeexterior,3.0
storegraffiti,2.0
storehigh,2.0
storeopen,2.0
storeprohibited,3.0
stores,2.0
storesidewalk,1.0
storesigns,4.0
storge,1.0
"storge,",1.0
storing,32.0
storm,16.0
storm.sanitary,1.0
stormexterior,1.0
stormlast,1.0
story,2.0
stove,9.0
stoveexterior,1.0
stpr,2.0
stpruse,1.0
str,301.0
"str,",1.0
str.,5.0
str.strp,1.0
str.use,1.0
straight,2.0
straightgarage,1.0
strand,1.0
stratford.,1.0
straw,1.0
"stream,sewage",2.0
streamers,2.0
streamopen,1.0
street,89.0
street).,1.0
street)high,3.0
street)open,1.0
"street,",7.0
"street,use",1.0
street.,28.0
street.building,1.0
street.commercial,3.0
street.exterior,6.0
street.high,2.0
street.home,1.0
street.occupancy,1.0
street.open,3.0
street.parking,2.0
street.prohibited,1.0
street.remove,1.0
street.unlic,2.0
street.use,1.0
street.vehicle,1.0
street/flatsvehicle,1.0
street;,10.0
street;exterior,1.0
streetaddress,2.0
streetboarding,1.0
streetboat,1.0
streetbuilding,4.0
streetcommercial,2.0
streetexterior,8.0
streetfailure,1.0
streetfront,1.0
streethigh,52.0
streetopen,22.0
streetrubbish,1.0
streetsanitary,1.0
streetsidewalk,1.0
streetunlic,2.0
streetuse,2.0
streetvehicle,12.0
strep,1.0
strewn,1.0
strexcess,1.0
strexterior,1.0
strip,10.0
strip-mall,1.0
strip.,1.0
stripe,1.0
striped,1.0
stripedopen,1.0
striphigh,1.0
striping,1.0
strips,1.0
strong,5.0
strp,196.0
"strp,",2.0
strp-,1.0
strp-no,1.0
strp.,11.0
strp.stop,1.0
strp.strp,1.0
strp.use,1.0
strpbuilding,1.0
strpexcess,1.0
strpowner,2.0
strprv,1.0
strpstop,1.0
strpstrp,9.0
strpuse,5.0
strrv,3.0
strstrp,2.0
structural,33.0
structure,123.0
structure)exterior,1.0
"structure,",28.0
structure.,5.0
structure.building,2.0
structure.exterior,3.0
structure.open,1.0
structure.unlic,1.0
structure/,1.0
structure///high,1.0
structure//grasshigh,1.0
structure//unsecuredexterior,1.0
structure/garage,1.0
structure/home,1.0
structure/trash/imvboarding,1.0
structure;,5.0
structureaccessory,18.0
structureboarding,7.0
structurebroken,1.0
structurebuilding,2.0
"structurecornices,",2.0
structureexterior,36.0
structurefailure,1.0
structuregraffiti,1.0
structurehigh,6.0
structurehouse,5.0
structureopen,5.0
structures,230.0
"structures,",1.0
"structures,address",17.0
"structures,bathroom/kitchen",1.0
"structures,boarding",15.0
"structures,boat",6.0
"structures,broken",4.0
"structures,building",46.0
"structures,clean",1.0
"structures,commercial",6.0
"structures,cornices,",4.0
"structures,damaged",1.0
"structures,defective",1.0
"structures,dirt,",1.0
"structures,electrical",3.0
"structures,ext",1.0
"structures,exterior",217.0
"structures,failure",4.0
"structures,fence",1.0
"structures,fire",1.0
"structures,garage",1.0
"structures,graffiti",1.0
"structures,graffiti,open",2.0
"structures,heating",1.0
"structures,high",36.0
"structures,house",1.0
"structures,interiors",1.0
"structures,landlord",4.0
"structures,open",147.0
"structures,parking",6.0
"structures,remove",8.0
"structures,repair",12.0
"structures,stagnant",1.0
"structures,swimming",3.0
"structures,unlic",5.0
"structures,use",2.0
structuresbuilding,1.0
structuresexterior,1.0
structureunlic,1.0
structureuse,2.0
strung,1.0
struse,4.0
sts)vehicle,1.0
stub,1.0
stucco,1.0
stuctureexterior,1.0
students,5.0
studentsuse,1.0
